,word,date,neg,pos,log_odds_ratio
1,해가,2020-09-01,325,0,-7.12323449006954
2,해,2020-09-01,231,0,-6.78307448036914
3,못하고,2020-09-01,164,0,-6.44228258260341
4,힘든,2020-09-01,105,0,-5.9997762028149
5,좋은,2020-09-01,0,1249,5.79456172159351
6,비싼,2020-09-01,81,0,-5.74305635596709
7,아니다,2020-09-01,78,0,-5.70578496116985
8,무서워서,2020-09-01,71,0,-5.61300322771889
9,분에,2020-09-01,68,0,-5.57044361330009
10,걱정,2020-09-01,65,0,-5.52599185072926
11,흐린,2020-09-01,51,0,-5.28758082728426
12,예쁜,2020-09-01,0,736,5.2662507834865
13,어려운,2020-09-01,48,0,-5.22815740681346
14,힘들다,2020-09-01,48,0,-5.22815740681346
15,힘들,2020-09-01,45,0,-5.16497850519193
16,힘들게,2020-09-01,45,0,-5.16497850519193
17,맛집,2020-09-01,0,637,5.12200117464196
18,병,2020-09-01,42,0,-5.09753722439639
19,잘못,2020-09-01,39,0,-5.02521656281677
20,후회,2020-09-01,38,0,-4.99989875483248
21,좋아하는,2020-09-01,0,546,4.96811169371915
22,맛있게,2020-09-01,0,500,4.88026899238203
23,맛있는,2020-09-01,0,465,4.80784852542281
24,스트레스,2020-09-01,31,0,-4.80207301150256
25,무서워,2020-09-01,30,0,-4.77032431318798
26,화,2020-09-01,29,0,-4.73753449036499
27,미친,2020-09-01,28,0,-4.70363293868931
28,싫어하는,2020-09-01,28,0,-4.70363293868931
29,좋다,2020-09-01,0,406,4.67247607673976
30,슬픈,2020-09-01,27,0,-4.66854161887804
31,좋을,2020-09-01,0,391,4.63492473108763
32,싫어서,2020-09-01,26,0,-4.63217397470716
33,불편한,2020-09-01,25,0,-4.59443364672431
34,귀여운,2020-09-01,0,364,4.56356024487966
35,좋고,2020-09-01,0,358,4.54698527978545
36,부족한,2020-09-01,23,0,-4.51439093905078
37,아파서,2020-09-01,23,0,-4.51439093905078
38,좋아서,2020-09-01,0,339,4.49260850890737
39,못하게,2020-09-01,21,0,-4.42737956206115
40,비싸다,2020-09-01,21,0,-4.42737956206115
41,살기,2020-09-01,21,0,-4.42737956206115
42,심하게,2020-09-01,21,0,-4.42737956206115
43,아픈,2020-09-01,21,0,-4.42737956206115
44,무서운,2020-09-01,20,0,-4.38085954642626
45,부담,2020-09-01,20,0,-4.38085954642626
46,아름다운,2020-09-01,0,290,4.33698615846866
47,무섭고,2020-09-01,19,0,-4.33206938225682
48,실망,2020-09-01,19,0,-4.33206938225682
49,어렵다,2020-09-01,19,0,-4.33206938225682
50,예쁘게,2020-09-01,0,288,4.3300895794096
51,망할,2020-09-01,18,0,-4.28077608786927
52,편하게,2020-09-01,0,266,4.25091154969742
53,싫은,2020-09-01,17,0,-4.226708866599
54,어려울,2020-09-01,17,0,-4.226708866599
55,싫다,2020-09-01,16,0,-4.16955045275905
56,심한,2020-09-01,16,0,-4.16955045275905
57,이쁜,2020-09-01,0,235,4.12749469632278
58,병을,2020-09-01,15,0,-4.10892583094261
59,불편,2020-09-01,15,0,-4.10892583094261
60,싫다고,2020-09-01,15,0,-4.10892583094261
61,어렵게,2020-09-01,15,0,-4.10892583094261
62,좋아,2020-09-01,0,225,4.08419789056945
63,벌,2020-09-01,14,0,-4.04438730980504
64,비만,2020-09-01,14,0,-4.04438730980504
65,화가,2020-09-01,14,0,-4.04438730980504
66,무서울,2020-09-01,13,0,-3.97539443831809
67,분이나,2020-09-01,13,0,-3.97539443831809
68,어려움,2020-09-01,13,0,-3.97539443831809
69,어렵고,2020-09-01,13,0,-3.97539443831809
70,위험한,2020-09-01,13,0,-3.97539443831809
71,환상,2020-09-01,13,0,-3.97539443831809
72,힘겹게,2020-09-01,13,0,-3.97539443831809
73,맛있다,2020-09-01,0,200,3.96696779935624
74,예쁘고,2020-09-01,0,200,3.96696779935624
75,최고,2020-09-01,0,188,3.90540990635681
76,무서워하는,2020-09-01,12,0,-3.90128646616437
77,바보,2020-09-01,12,0,-3.90128646616437
78,병이,2020-09-01,12,0,-3.90128646616437
79,불편함,2020-09-01,12,0,-3.90128646616437
80,즐거운,2020-09-01,0,180,3.86215992256299
81,거친,2020-09-01,11,0,-3.82124375849083
82,무섭다,2020-09-01,11,0,-3.82124375849083
83,아프고,2020-09-01,11,0,-3.82124375849083
84,짜증,2020-09-01,11,0,-3.82124375849083
85,많다,2020-09-01,0,159,3.73883670653099
86,거짓말,2020-09-01,10,0,-3.7342323815012
87,심각하게,2020-09-01,10,0,-3.7342323815012
88,울고,2020-09-01,10,0,-3.7342323815012
89,잘못된,2020-09-01,10,0,-3.7342323815012
90,장애인,2020-09-01,10,0,-3.7342323815012
91,죄송합니다,2020-09-01,10,0,-3.7342323815012
92,맑은,2020-09-01,0,156,3.71990869664548
93,따뜻한,2020-09-01,0,147,3.66087516506128
94,어려워,2020-09-01,9,0,-3.63892220169688
95,어려워서,2020-09-01,9,0,-3.63892220169688
96,짜증이,2020-09-01,9,0,-3.63892220169688
97,행복한,2020-09-01,0,137,3.59091657645437
98,나쁜,2020-09-01,8,0,-3.53356168603905
99,막혀,2020-09-01,8,0,-3.53356168603905
100,슬프다,2020-09-01,8,0,-3.53356168603905
