,word,date,neg,pos,log_odds_ratio
1,해가,2020-10-01,412,0,-7.38943609887738
2,해,2020-10-01,262,0,-6.93814253809411
3,못하고,2020-10-01,174,0,-6.53077447983986
4,분에,2020-10-01,126,0,-6.21017559237493
5,힘든,2020-10-01,120,0,-6.16177905151308
6,비싼,2020-10-01,118,0,-6.14511199902787
7,좋은,2020-10-01,0,1645,6.04011487532067
8,아니다,2020-10-01,93,0,-5.90928328818635
9,걱정,2020-10-01,64,0,-5.54037577581198
10,병,2020-10-01,62,0,-5.50912323230787
11,힘들게,2020-10-01,59,0,-5.46033306813844
12,흐린,2020-10-01,58,0,-5.44352594982206
13,예쁜,2020-10-01,0,840,5.36860315405661
14,어려운,2020-10-01,50,0,-5.29781413864067
15,잘못,2020-10-01,49,0,-5.27801151134449
16,맛집,2020-10-01,0,672,5.14575682372839
17,무서워서,2020-10-01,41,0,-5.10365812419971
18,미친,2020-10-01,40,0,-5.07956057262065
19,심하게,2020-10-01,39,0,-5.05486796003028
20,아파서,2020-10-01,37,0,-5.00357466564273
21,힘들,2020-10-01,37,0,-5.00357466564273
22,좋아하는,2020-10-01,0,579,4.99703959762412
23,싫어서,2020-10-01,36,0,-4.97690641856057
24,맛있게,2020-10-01,0,565,4.97260557228684
25,무서운,2020-10-01,35,0,-4.94950744437245
26,살기,2020-10-01,33,0,-4.8923490305325
27,힘들다,2020-10-01,32,0,-4.86249606738282
28,아름다운,2020-10-01,0,475,4.79942934831508
29,맛있는,2020-10-01,0,474,4.7973262981183
30,좋고,2020-10-01,0,470,4.78886958810008
31,스트레스,2020-10-01,29,0,-4.7671858875785
32,좋을,2020-10-01,0,453,4.75210869212501
33,좋다,2020-10-01,0,448,4.74103438182591
34,후회,2020-10-01,28,0,-4.73328433590282
35,좋아서,2020-10-01,0,408,4.64772665012646
36,귀여운,2020-10-01,0,406,4.64282467952625
37,슬픈,2020-10-01,25,0,-4.62408504393782
38,못하게,2020-10-01,23,0,-4.54404233626429
39,싫어하는,2020-10-01,23,0,-4.54404233626429
40,위험한,2020-10-01,22,0,-4.50148272184549
41,화,2020-10-01,22,0,-4.50148272184549
42,무서워,2020-10-01,21,0,-4.45703095927466
43,불편한,2020-10-01,21,0,-4.45703095927466
44,비싸다,2020-10-01,21,0,-4.45703095927466
45,망할,2020-10-01,20,0,-4.41051094363977
46,아프고,2020-10-01,19,0,-4.36172077947033
47,아픈,2020-10-01,19,0,-4.36172077947033
48,어려울,2020-10-01,19,0,-4.36172077947033
49,편하게,2020-10-01,0,306,4.36085924167085
50,부족한,2020-10-01,18,0,-4.31042748508278
51,실망,2020-10-01,18,0,-4.31042748508278
52,어렵게,2020-10-01,18,0,-4.31042748508278
53,예쁘게,2020-10-01,0,286,4.29349370984328
54,이쁜,2020-10-01,0,281,4.27591856502177
55,무섭고,2020-10-01,17,0,-4.25636026381251
56,어렵고,2020-10-01,17,0,-4.25636026381251
57,화가,2020-10-01,17,0,-4.25636026381251
58,부담,2020-10-01,16,0,-4.19920184997256
59,싫고,2020-10-01,15,0,-4.13857722815612
60,심각하게,2020-10-01,15,0,-4.13857722815612
61,맛있다,2020-10-01,0,232,4.08504994764936
62,심한,2020-10-01,14,0,-4.07403870701855
63,장애인,2020-10-01,14,0,-4.07403870701855
64,짜증,2020-10-01,14,0,-4.07403870701855
65,따뜻한,2020-10-01,0,216,4.01390884762412
66,좋아,2020-10-01,0,216,4.01390884762412
67,바보,2020-10-01,13,0,-4.0050458355316
68,불편,2020-10-01,13,0,-4.0050458355316
69,싫다고,2020-10-01,13,0,-4.0050458355316
70,싫은,2020-10-01,13,0,-4.0050458355316
71,아파,2020-10-01,13,0,-4.0050458355316
72,어려워,2020-10-01,13,0,-4.0050458355316
73,어려워서,2020-10-01,13,0,-4.0050458355316
74,울고,2020-10-01,13,0,-4.0050458355316
75,최고,2020-10-01,0,213,3.99998750910551
76,예쁘고,2020-10-01,0,212,3.99530365979308
77,즐거운,2020-10-01,0,200,3.93731640214273
78,죄송합니다,2020-10-01,12,0,-3.93093786337788
79,환상,2020-10-01,12,0,-3.93093786337788
80,맑은,2020-10-01,0,186,3.86512011093824
81,거짓말,2020-10-01,11,0,-3.85089515570434
82,무서울,2020-10-01,11,0,-3.85089515570434
83,무섭다,2020-10-01,11,0,-3.85089515570434
84,분이나,2020-10-01,11,0,-3.85089515570434
85,불편함,2020-10-01,11,0,-3.85089515570434
86,비만,2020-10-01,11,0,-3.85089515570434
87,어렵다,2020-10-01,11,0,-3.85089515570434
88,힘겹게,2020-10-01,11,0,-3.85089515570434
89,나쁜,2020-10-01,10,0,-3.76388377871471
90,불안한,2020-10-01,10,0,-3.76388377871471
91,쓸데없는,2020-10-01,10,0,-3.76388377871471
92,최악의,2020-10-01,10,0,-3.76388377871471
93,많다,2020-10-01,0,162,3.72776169489042
94,행복한,2020-10-01,0,160,3.71541585906812
95,병을,2020-10-01,9,0,-3.66857359891039
96,병이,2020-10-01,9,0,-3.66857359891039
97,부담스러운,2020-10-01,9,0,-3.66857359891039
98,불편할,2020-10-01,9,0,-3.66857359891039
99,싫다,2020-10-01,9,0,-3.66857359891039
100,어려움,2020-10-01,9,0,-3.66857359891039
