,word,date,neg,pos,log_odds_ratio
1,해가,2020-01-01,329,0,-7.07935711512306
2,해,2020-01-01,260,0,-6.84478486798522
3,못하고,2020-01-01,130,0,-6.15546178386368
4,비싼,2020-01-01,112,0,-6.00765227937487
5,분에,2020-01-01,94,0,-5.83414135226307
6,좋은,2020-01-01,0,1219,5.82634167706477
7,아니다,2020-01-01,88,0,-5.76890083039467
8,힘든,2020-01-01,86,0,-5.74617257931711
9,걱정,2020-01-01,71,0,-5.55693057967859
10,어려운,2020-01-01,53,0,-5.26924850722681
11,예쁜,2020-01-01,0,695,5.26508519967189
12,흐린,2020-01-01,48,0,-5.17208475877316
13,무서워서,2020-01-01,42,0,-5.04146457635609
14,잘못,2020-01-01,41,0,-5.0179340789459
15,힘들게,2020-01-01,41,0,-5.0179340789459
16,싫어하는,2020-01-01,37,0,-4.91785062038892
17,좋아하는,2020-01-01,0,483,4.9018204460541
18,힘들다,2020-01-01,35,0,-4.86378339911864
19,맛있게,2020-01-01,0,427,4.77885873491927
20,맛집,2020-01-01,0,404,4.72362260644401
21,병,2020-01-01,30,0,-4.71425166514768
22,아픈,2020-01-01,30,0,-4.71425166514768
23,맛있는,2020-01-01,0,396,4.70367182002466
24,좋을,2020-01-01,0,386,4.67816023236725
25,비싸다,2020-01-01,26,0,-4.57610132666686
26,좋다,2020-01-01,0,345,4.56617431439519
27,싫어서,2020-01-01,25,0,-4.53836099868401
28,심하게,2020-01-01,25,0,-4.53836099868401
29,화,2020-01-01,25,0,-4.53836099868401
30,힘들,2020-01-01,25,0,-4.53836099868401
31,무서워,2020-01-01,24,0,-4.49914028553073
32,스트레스,2020-01-01,24,0,-4.49914028553073
33,실망,2020-01-01,24,0,-4.49914028553073
34,부족한,2020-01-01,23,0,-4.45831829101048
35,슬픈,2020-01-01,22,0,-4.41575867659168
36,따뜻한,2020-01-01,0,288,4.3861622274499
37,아프고,2020-01-01,21,0,-4.37130691402085
38,좋고,2020-01-01,0,283,4.36870977749868
39,귀여운,2020-01-01,0,281,4.36164261027558
40,후회,2020-01-01,20,0,-4.32478689838595
41,좋아서,2020-01-01,0,263,4.29568464248379
42,못하게,2020-01-01,18,0,-4.22470343982897
43,불편한,2020-01-01,18,0,-4.22470343982897
44,편하게,2020-01-01,0,241,4.20867326549416
45,아름다운,2020-01-01,0,233,4.17505665469517
46,예쁘게,2020-01-01,0,232,4.17077399290317
47,무서운,2020-01-01,17,0,-4.1706362185587
48,아파서,2020-01-01,17,0,-4.1706362185587
49,어렵게,2020-01-01,17,0,-4.1706362185587
50,미친,2020-01-01,16,0,-4.11347780471875
51,어렵다,2020-01-01,15,0,-4.05285318290231
52,바보,2020-01-01,14,0,-3.98831466176474
53,부담,2020-01-01,14,0,-3.98831466176474
54,심한,2020-01-01,14,0,-3.98831466176474
55,화가,2020-01-01,14,0,-3.98831466176474
56,이쁜,2020-01-01,0,190,3.9720089673841
57,즐거운,2020-01-01,0,186,3.95084415619206
58,맛있다,2020-01-01,0,184,3.94009136441579
59,분이나,2020-01-01,13,0,-3.91932179027779
60,살기,2020-01-01,13,0,-3.91932179027779
61,쓸데없는,2020-01-01,13,0,-3.91932179027779
62,거친,2020-01-01,12,0,-3.84521381812407
63,부담스러운,2020-01-01,12,0,-3.84521381812407
64,불편함,2020-01-01,12,0,-3.84521381812407
65,거짓말,2020-01-01,11,0,-3.76517111045053
66,못생김,2020-01-01,11,0,-3.76517111045053
67,불편할,2020-01-01,11,0,-3.76517111045053
68,어려울,2020-01-01,11,0,-3.76517111045053
69,어려움,2020-01-01,11,0,-3.76517111045053
70,어렵고,2020-01-01,11,0,-3.76517111045053
71,예쁘고,2020-01-01,0,154,3.76316065625672
72,많다,2020-01-01,0,147,3.71694781310158
73,좋아,2020-01-01,0,147,3.71694781310158
74,예쁘다,2020-01-01,0,142,3.68258016959738
75,무섭고,2020-01-01,10,0,-3.6781597334609
76,싫고,2020-01-01,10,0,-3.6781597334609
77,싫다고,2020-01-01,10,0,-3.6781597334609
78,환상,2020-01-01,10,0,-3.6781597334609
79,행복한,2020-01-01,0,134,3.6250103177759
80,최고,2020-01-01,0,133,3.61757533928838
81,무서울,2020-01-01,9,0,-3.58284955365658
82,불안한,2020-01-01,9,0,-3.58284955365658
83,비만,2020-01-01,9,0,-3.58284955365658
84,어려워서,2020-01-01,9,0,-3.58284955365658
85,최악의,2020-01-01,9,0,-3.58284955365658
86,막히는,2020-01-01,8,0,-3.47748903799875
87,불편,2020-01-01,8,0,-3.47748903799875
88,불편하게,2020-01-01,8,0,-3.47748903799875
89,불편하고,2020-01-01,8,0,-3.47748903799875
90,쉰,2020-01-01,8,0,-3.47748903799875
91,싫다,2020-01-01,8,0,-3.47748903799875
92,안타깝게,2020-01-01,8,0,-3.47748903799875
93,위험한,2020-01-01,8,0,-3.47748903799875
94,맑은,2020-01-01,0,107,3.40186676646169
95,나쁜,2020-01-01,7,0,-3.35970600234237
96,무서워하는,2020-01-01,7,0,-3.35970600234237
97,병을,2020-01-01,7,0,-3.35970600234237
98,병이,2020-01-01,7,0,-3.35970600234237
99,사악한,2020-01-01,7,0,-3.35970600234237
100,슬픔,2020-01-01,7,0,-3.35970600234237
