,word,date,neg,pos,log_odds_ratio
1,해가,2020-08-01,395,0,-7.37953789258203
2,해,2020-08-01,290,0,-7.07144694849904
3,못하고,2020-08-01,178,0,-6.5855094871683
4,비싼,2020-08-01,129,0,-6.26565813178313
5,힘든,2020-08-01,101,0,-6.02309649461182
6,좋은,2020-08-01,0,1666,6.02065720142325
7,분에,2020-08-01,100,0,-6.01324419816881
8,걱정,2020-08-01,90,0,-5.9089831878444
9,아니다,2020-08-01,83,0,-5.82894048017086
10,흐린,2020-08-01,83,0,-5.82894048017086
11,무서워서,2020-08-01,60,0,-5.50899754550086
12,싫어하는,2020-08-01,59,0,-5.49246824354965
13,예쁜,2020-08-01,0,916,5.42298379092892
14,어려운,2020-08-01,53,0,-5.38710772789182
15,힘들게,2020-08-01,53,0,-5.38710772789182
16,심하게,2020-08-01,52,0,-5.36841559487967
17,미친,2020-08-01,50,0,-5.32994931405187
18,잘못,2020-08-01,49,0,-5.31014668675569
19,맛집,2020-08-01,0,747,5.21927929664693
20,좋아하는,2020-08-01,0,722,5.18528554083122
21,병,2020-08-01,43,0,-5.18231331524581
22,힘들,2020-08-01,41,0,-5.13579329961092
23,맛있게,2020-08-01,0,676,5.11954759158473
24,후회,2020-08-01,39,0,-5.08700313544148
25,부족한,2020-08-01,38,0,-5.06168532745719
26,싫어서,2020-08-01,38,0,-5.06168532745719
27,맛있는,2020-08-01,0,631,5.05076571281931
28,무서운,2020-08-01,34,0,-4.95347174281696
29,무서워,2020-08-01,34,0,-4.95347174281696
30,힘들다,2020-08-01,34,0,-4.95347174281696
31,좋다,2020-08-01,0,531,4.8785198080141
32,화,2020-08-01,31,0,-4.86385958412727
33,슬픈,2020-08-01,30,0,-4.83211088581269
34,못하게,2020-08-01,29,0,-4.7993210629897
35,화가,2020-08-01,29,0,-4.7993210629897
36,불편한,2020-08-01,28,0,-4.76541951131402
37,좋을,2020-08-01,0,472,4.76097170716439
38,좋고,2020-08-01,0,455,4.72436912818684
39,비만,2020-08-01,26,0,-4.69396054733188
40,어렵게,2020-08-01,26,0,-4.69396054733188
41,귀여운,2020-08-01,0,425,4.65631566494182
42,살기,2020-08-01,24,0,-4.61699950619575
43,아파서,2020-08-01,24,0,-4.61699950619575
44,싫다고,2020-08-01,23,0,-4.57617751167549
45,싫은,2020-08-01,23,0,-4.57617751167549
46,심각하게,2020-08-01,23,0,-4.57617751167549
47,좋아서,2020-08-01,0,387,4.56288165829573
48,스트레스,2020-08-01,22,0,-4.5336178972567
49,심한,2020-08-01,21,0,-4.48916613468586
50,아픈,2020-08-01,21,0,-4.48916613468586
51,편하게,2020-08-01,0,346,4.45120109861931
52,아름다운,2020-08-01,0,341,4.43668705573506
53,비싸다,2020-08-01,19,0,-4.39385595488154
54,이쁜,2020-08-01,0,295,4.29223577299651
55,거짓말,2020-08-01,17,0,-4.28849543922371
56,맛있다,2020-08-01,0,293,4.28545608601113
57,예쁘게,2020-08-01,0,291,4.27863012094073
58,망할,2020-08-01,16,0,-4.23133702538376
59,불안한,2020-08-01,16,0,-4.23133702538376
60,불편함,2020-08-01,16,0,-4.23133702538376
61,어려울,2020-08-01,16,0,-4.23133702538376
62,어렵다,2020-08-01,16,0,-4.23133702538376
63,부담스러운,2020-08-01,15,0,-4.17071240356733
64,실망,2020-08-01,15,0,-4.17071240356733
65,심각한,2020-08-01,15,0,-4.17071240356733
66,장애인,2020-08-01,15,0,-4.17071240356733
67,좋아,2020-08-01,0,251,4.13130540618388
68,슬픔,2020-08-01,14,0,-4.10617388242976
69,아프고,2020-08-01,14,0,-4.10617388242976
70,어려워,2020-08-01,14,0,-4.10617388242976
71,울고,2020-08-01,14,0,-4.10617388242976
72,짜증,2020-08-01,14,0,-4.10617388242976
73,환상,2020-08-01,14,0,-4.10617388242976
74,많다,2020-08-01,0,239,4.08251524201444
75,거친,2020-08-01,13,0,-4.03718101094281
76,병이,2020-08-01,13,0,-4.03718101094281
77,부담,2020-08-01,13,0,-4.03718101094281
78,싫다,2020-08-01,13,0,-4.03718101094281
79,위험한,2020-08-01,13,0,-4.03718101094281
80,짜증이,2020-08-01,13,0,-4.03718101094281
81,맑은,2020-08-01,0,221,4.00455370054473
82,예쁘고,2020-08-01,0,220,4.00003902019021
83,최고,2020-08-01,0,220,4.00003902019021
84,나쁜,2020-08-01,12,0,-3.96307303878908
85,무서워하는,2020-08-01,12,0,-3.96307303878908
86,병을,2020-08-01,12,0,-3.96307303878908
87,분이나,2020-08-01,12,0,-3.96307303878908
88,싫고,2020-08-01,12,0,-3.96307303878908
89,잘못된,2020-08-01,12,0,-3.96307303878908
90,즐거운,2020-08-01,0,209,3.94898384938992
91,행복한,2020-08-01,0,200,3.90518122673153
92,벌,2020-08-01,11,0,-3.88303033111555
93,사악한,2020-08-01,11,0,-3.88303033111555
94,최악의,2020-08-01,11,0,-3.88303033111555
95,무섭다,2020-08-01,10,0,-3.79601895412592
96,우울한,2020-08-01,10,0,-3.79601895412592
97,최악,2020-08-01,10,0,-3.79601895412592
98,시원하게,2020-08-01,0,177,3.78365986896454
99,따뜻한,2020-08-01,0,169,3.73767475572271
100,예쁘다,2020-08-01,0,166,3.71987013108921
