,word,date,neg,pos,log_odds_ratio
1,해가,2021-01-01,411,0,-7.46050447168298
2,해,2021-01-01,388,0,-7.4030604659519
3,힘든,2021-01-01,179,0,-6.63243797322366
4,못하고,2021-01-01,170,0,-6.58114467883611
5,비싼,2021-01-01,111,0,-6.15797999362854
6,좋은,2021-01-01,0,1941,6.13199252651782
7,아니다,2021-01-01,97,0,-6.02444860100402
8,걱정,2021-01-01,81,0,-5.8462003695977
9,어려운,2021-01-01,73,0,-5.74354621553762
10,분에,2021-01-01,72,0,-5.72994056348184
11,살기,2021-01-01,67,0,-5.65898882750956
12,흐린,2021-01-01,59,0,-5.53382568455555
13,병,2021-01-01,58,0,-5.51701856623917
14,예쁜,2021-01-01,0,1006,5.47524977038511
15,무서워서,2021-01-01,55,0,-5.4648328130686
16,힘들게,2021-01-01,54,0,-5.44681430756592
17,맛집,2021-01-01,0,836,5.29034294815603
18,힘들,2021-01-01,46,0,-5.28962872404351
19,좋아하는,2021-01-01,0,821,5.27225927272273
20,화,2021-01-01,45,0,-5.26812251882254
21,불편한,2021-01-01,42,0,-5.20068123802701
22,부담,2021-01-01,39,0,-5.12836057644739
23,맛있게,2021-01-01,0,705,5.12013411515979
24,미친,2021-01-01,38,0,-5.1030427684631
25,아픈,2021-01-01,38,0,-5.1030427684631
26,맛있는,2021-01-01,0,668,5.06630293779478
27,힘들다,2021-01-01,35,0,-5.02300006078956
28,싫어하는,2021-01-01,34,0,-4.99482918382286
29,잘못,2021-01-01,34,0,-4.99482918382286
30,좋을,2021-01-01,0,602,4.96243607439374
31,못하게,2021-01-01,32,0,-4.93598868379993
32,아름다운,2021-01-01,0,586,4.93554369749465
33,좋고,2021-01-01,0,573,4.91314827398612
34,무서워,2021-01-01,30,0,-4.8734683268186
35,화가,2021-01-01,30,0,-4.8734683268186
36,스트레스,2021-01-01,29,0,-4.8406785039956
37,좋다,2021-01-01,0,518,4.81242276083244
38,부족한,2021-01-01,28,0,-4.80677695231992
39,슬픈,2021-01-01,28,0,-4.80677695231992
40,어렵게,2021-01-01,28,0,-4.80677695231992
41,거친,2021-01-01,27,0,-4.77168563250865
42,싫어서,2021-01-01,27,0,-4.77168563250865
43,심한,2021-01-01,27,0,-4.77168563250865
44,심하게,2021-01-01,26,0,-4.73531798833778
45,실망,2021-01-01,23,0,-4.6175349526814
46,따뜻한,2021-01-01,0,419,4.60077358894396
47,좋아서,2021-01-01,0,418,4.59838979758869
48,아파서,2021-01-01,22,0,-4.5749753382626
49,어려울,2021-01-01,22,0,-4.5749753382626
50,어렵다,2021-01-01,22,0,-4.5749753382626
51,후회,2021-01-01,22,0,-4.5749753382626
52,편하게,2021-01-01,0,402,4.55945543961323
53,귀여운,2021-01-01,0,396,4.54445515835374
54,무서운,2021-01-01,21,0,-4.53052357569177
55,어려워,2021-01-01,20,0,-4.48400356005687
56,비싸다,2021-01-01,19,0,-4.43521339588744
57,어렵고,2021-01-01,19,0,-4.43521339588744
58,병을,2021-01-01,18,0,-4.38392010149989
59,예쁘게,2021-01-01,0,321,4.33507042321096
60,불안한,2021-01-01,17,0,-4.32985288022961
61,불편함,2021-01-01,17,0,-4.32985288022961
62,망할,2021-01-01,16,0,-4.27269446638967
63,싫은,2021-01-01,16,0,-4.27269446638967
64,아프고,2021-01-01,16,0,-4.27269446638967
65,거짓말,2021-01-01,14,0,-4.14753132343566
66,나쁜,2021-01-01,14,0,-4.14753132343566
67,어려워서,2021-01-01,14,0,-4.14753132343566
68,울고,2021-01-01,14,0,-4.14753132343566
69,좋아,2021-01-01,0,257,4.11347846258817
70,불편할,2021-01-01,13,0,-4.07853845194871
71,싫고,2021-01-01,13,0,-4.07853845194871
72,힘겹게,2021-01-01,13,0,-4.07853845194871
73,막혀,2021-01-01,12,0,-4.00443047979499
74,무섭고,2021-01-01,12,0,-4.00443047979499
75,위험한,2021-01-01,12,0,-4.00443047979499
76,짜증,2021-01-01,12,0,-4.00443047979499
77,행복한,2021-01-01,0,225,3.98105387693884
78,예쁘고,2021-01-01,0,215,3.93579728535072
79,불편하고,2021-01-01,11,0,-3.92438777212145
80,싫다고,2021-01-01,11,0,-3.92438777212145
81,심각한,2021-01-01,11,0,-3.92438777212145
82,쓸데없는,2021-01-01,11,0,-3.92438777212145
83,장애인,2021-01-01,11,0,-3.92438777212145
84,죄송합니다,2021-01-01,11,0,-3.92438777212145
85,즐거운,2021-01-01,0,212,3.92181104337598
86,이쁜,2021-01-01,0,209,3.90762640838402
87,최고,2021-01-01,0,200,3.86382378572563
88,맛있다,2021-01-01,0,197,3.84878590836109
89,무섭다,2021-01-01,10,0,-3.83737639513182
90,사악한,2021-01-01,10,0,-3.83737639513182
91,우울한,2021-01-01,10,0,-3.83737639513182
92,맑은,2021-01-01,0,182,3.77000503050797
93,벌,2021-01-01,9,0,-3.7420662153275
94,부담스러운,2021-01-01,9,0,-3.7420662153275
95,부정적인,2021-01-01,9,0,-3.7420662153275
96,불편,2021-01-01,9,0,-3.7420662153275
97,비만,2021-01-01,9,0,-3.7420662153275
98,상처를,2021-01-01,9,0,-3.7420662153275
99,싫다,2021-01-01,9,0,-3.7420662153275
100,좋게,2021-01-01,0,174,3.72530485159006
