,word,date,neg,pos,log_odds_ratio
1,해가,2021-09-01,276,0,-7.09048298589587
2,해,2021-09-01,224,0,-6.88256588191295
3,못하고,2021-09-01,127,0,-6.31849574362815
4,분에,2021-09-01,99,0,-6.07163566569662
5,비싼,2021-09-01,93,0,-6.00976026197853
6,힘든,2021-09-01,89,0,-5.9662751500388
7,좋은,2021-09-01,0,1454,5.81629569989706
8,아니다,2021-09-01,72,0,-5.75692492085692
9,걱정,2021-09-01,56,0,-5.50951674754308
10,잘못,2021-09-01,45,0,-5.29510687619763
11,힘들게,2021-09-01,45,0,-5.29510687619763
12,흐린,2021-09-01,43,0,-5.25065511362679
13,병,2021-09-01,42,0,-5.22766559540209
14,힘들다,2021-09-01,40,0,-5.18003754641284
15,미친,2021-09-01,39,0,-5.15534493382247
16,예쁜,2021-09-01,0,740,5.14153514558756
17,무서워서,2021-09-01,37,0,-5.10405163943492
18,힘들,2021-09-01,37,0,-5.10405163943492
19,어려운,2021-09-01,34,0,-5.02181354119794
20,화,2021-09-01,31,0,-4.93220138250826
21,싫어서,2021-09-01,30,0,-4.90045268419368
22,맛있게,2021-09-01,0,580,4.89828527714338
23,맛집,2021-09-01,0,572,4.88442023700621
24,좋아하는,2021-09-01,0,563,4.86858877178953
25,스트레스,2021-09-01,29,0,-4.86766286137069
26,슬픈,2021-09-01,29,0,-4.86766286137069
27,싫어하는,2021-09-01,28,0,-4.83376130969501
28,부족한,2021-09-01,27,0,-4.79866998988374
29,아파서,2021-09-01,26,0,-4.76230234571286
30,무서운,2021-09-01,25,0,-4.72456201773001
31,비싸다,2021-09-01,25,0,-4.72456201773001
32,맛있는,2021-09-01,0,482,4.71355117394404
33,심하게,2021-09-01,24,0,-4.68534130457673
34,좋을,2021-09-01,0,467,4.68200281620912
35,좋고,2021-09-01,0,453,4.65163171833282
36,어렵게,2021-09-01,23,0,-4.64451931005648
37,후회,2021-09-01,23,0,-4.64451931005648
38,불편한,2021-09-01,22,0,-4.60195969563768
39,귀여운,2021-09-01,0,398,4.52249593718133
40,좋다,2021-09-01,0,394,4.51242028519259
41,못하게,2021-09-01,20,0,-4.51098791743195
42,무서워,2021-09-01,19,0,-4.46219775326252
43,아픈,2021-09-01,18,0,-4.41090445887497
44,살기,2021-09-01,17,0,-4.3568372376047
45,좋아서,2021-09-01,0,327,4.32654812867561
46,아름다운,2021-09-01,0,319,4.30185551608524
47,비만,2021-09-01,16,0,-4.29967882376475
48,장애인,2021-09-01,16,0,-4.29967882376475
49,편하게,2021-09-01,0,304,4.25384629689888
50,불편함,2021-09-01,15,0,-4.23905420194831
51,실망,2021-09-01,15,0,-4.23905420194831
52,짜증,2021-09-01,15,0,-4.23905420194831
53,화가,2021-09-01,15,0,-4.23905420194831
54,거친,2021-09-01,14,0,-4.17451568081074
55,싫고,2021-09-01,14,0,-4.17451568081074
56,싫은,2021-09-01,14,0,-4.17451568081074
57,나쁜,2021-09-01,13,0,-4.10552280932379
58,분이나,2021-09-01,13,0,-4.10552280932379
59,속상,2021-09-01,13,0,-4.10552280932379
60,싫다,2021-09-01,13,0,-4.10552280932379
61,심한,2021-09-01,13,0,-4.10552280932379
62,예쁘게,2021-09-01,0,250,4.05898745942325
63,부담,2021-09-01,12,0,-4.03141483717007
64,어려울,2021-09-01,12,0,-4.03141483717007
65,어렵고,2021-09-01,12,0,-4.03141483717007
66,무섭고,2021-09-01,11,0,-3.95137212949653
67,불편할,2021-09-01,11,0,-3.95137212949653
68,거짓말,2021-09-01,10,0,-3.8643607525069
69,격하게,2021-09-01,10,0,-3.8643607525069
70,무서워하는,2021-09-01,10,0,-3.8643607525069
71,병이,2021-09-01,10,0,-3.8643607525069
72,불편,2021-09-01,10,0,-3.8643607525069
73,아프고,2021-09-01,10,0,-3.8643607525069
74,울고,2021-09-01,10,0,-3.8643607525069
75,이쁜,2021-09-01,0,205,3.86141068908105
76,좋아,2021-09-01,0,205,3.86141068908105
77,망할,2021-09-01,9,0,-3.76905057270258
78,무섭다,2021-09-01,9,0,-3.76905057270258
79,번거로운,2021-09-01,9,0,-3.76905057270258
80,싫다고,2021-09-01,9,0,-3.76905057270258
81,심각하게,2021-09-01,9,0,-3.76905057270258
82,어렵다,2021-09-01,9,0,-3.76905057270258
83,맑은,2021-09-01,0,180,3.73203155155729
84,예쁘고,2021-09-01,0,178,3.72092032613222
85,즐거운,2021-09-01,0,174,3.69832049421498
86,최고,2021-09-01,0,174,3.69832049421498
87,맛있다,2021-09-01,0,170,3.67519807679413
88,멘붕,2021-09-01,8,0,-3.66369005704475
89,몰아쳐서,2021-09-01,8,0,-3.66369005704475
90,슬프다,2021-09-01,8,0,-3.66369005704475
91,아파,2021-09-01,8,0,-3.66369005704475
92,따뜻한,2021-09-01,0,161,3.62113085552385
93,행복한,2021-09-01,0,151,3.55741504113774
94,더럽게,2021-09-01,7,0,-3.54590702138837
95,벌,2021-09-01,7,0,-3.54590702138837
96,병을,2021-09-01,7,0,-3.54590702138837
97,불안한,2021-09-01,7,0,-3.54590702138837
98,쓸데없이,2021-09-01,7,0,-3.54590702138837
99,어려워,2021-09-01,7,0,-3.54590702138837
100,어려워서,2021-09-01,7,0,-3.54590702138837
