,sentiment,word,n,date
1,neg,해가,371,2021-06-01
2,neg,해,314,2021-06-01
3,neg,못하고,187,2021-06-01
4,neg,분에,126,2021-06-01
5,neg,비싼,123,2021-06-01
6,neg,힘든,115,2021-06-01
7,neg,아니다,87,2021-06-01
8,neg,걱정,82,2021-06-01
9,neg,흐린,79,2021-06-01
10,neg,무서워서,71,2021-06-01
11,neg,힘들,57,2021-06-01
12,neg,병,54,2021-06-01
13,neg,싫어서,54,2021-06-01
14,neg,잘못,51,2021-06-01
15,neg,미친,47,2021-06-01
16,neg,화,47,2021-06-01
17,neg,힘들게,45,2021-06-01
18,neg,스트레스,44,2021-06-01
19,neg,부족한,43,2021-06-01
20,neg,싫어하는,43,2021-06-01
21,neg,비싸다,38,2021-06-01
22,neg,어려운,38,2021-06-01
23,neg,힘들다,36,2021-06-01
24,neg,심하게,35,2021-06-01
25,neg,불편한,34,2021-06-01
26,neg,후회,32,2021-06-01
27,neg,무서운,31,2021-06-01
28,neg,슬픈,31,2021-06-01
29,neg,울고,31,2021-06-01
30,neg,무섭다,30,2021-06-01
31,neg,화가,30,2021-06-01
32,neg,무서워,28,2021-06-01
33,neg,아파서,28,2021-06-01
34,neg,부담,26,2021-06-01
35,neg,살기,26,2021-06-01
36,neg,심한,26,2021-06-01
37,neg,아픈,23,2021-06-01
38,neg,어려울,23,2021-06-01
39,neg,장애인,23,2021-06-01
40,neg,못하게,22,2021-06-01
41,neg,아프고,22,2021-06-01
42,neg,어렵게,22,2021-06-01
43,neg,비만,21,2021-06-01
44,neg,짜증이,21,2021-06-01
45,neg,어려워,20,2021-06-01
46,neg,벌,19,2021-06-01
47,neg,어렵고,19,2021-06-01
48,neg,무섭고,17,2021-06-01
49,neg,싫은,16,2021-06-01
50,neg,거짓말,15,2021-06-01
51,neg,분이나,15,2021-06-01
52,neg,어렵다,15,2021-06-01
53,neg,환상,15,2021-06-01
54,neg,불편함,14,2021-06-01
55,neg,실망,14,2021-06-01
56,neg,최악의,14,2021-06-01
57,neg,거친,13,2021-06-01
58,neg,병이,13,2021-06-01
59,neg,불편,13,2021-06-01
60,neg,불편할,13,2021-06-01
61,neg,쓸데없는,13,2021-06-01
62,neg,아프다,13,2021-06-01
63,neg,싫다고,12,2021-06-01
64,neg,죄송합니다,12,2021-06-01
65,neg,짜증을,12,2021-06-01
66,neg,사악한,11,2021-06-01
67,neg,시끄럽게,11,2021-06-01
68,neg,싫다,11,2021-06-01
69,neg,귀찮은,10,2021-06-01
70,neg,나쁜,10,2021-06-01
71,neg,심각하게,10,2021-06-01
72,neg,어려워서,10,2021-06-01
73,neg,거부감,9,2021-06-01
74,neg,격하게,9,2021-06-01
75,neg,병을,9,2021-06-01
76,neg,불안한,9,2021-06-01
77,neg,불편하고,9,2021-06-01
78,neg,불편하다,9,2021-06-01
79,neg,싫고,9,2021-06-01
80,neg,심각한,9,2021-06-01
81,neg,아파,9,2021-06-01
82,neg,위험한,9,2021-06-01
83,neg,잘못된,9,2021-06-01
84,neg,짜증,9,2021-06-01
85,neg,화를,9,2021-06-01
86,neg,가짜,8,2021-06-01
87,neg,막히는,8,2021-06-01
88,neg,무서움,8,2021-06-01
89,neg,무서워하는,8,2021-06-01
90,neg,바보,8,2021-06-01
91,neg,소름,8,2021-06-01
92,neg,슬프다,8,2021-06-01
93,neg,시끄럽고,8,2021-06-01
94,neg,시들어,8,2021-06-01
95,neg,어려움,8,2021-06-01
96,neg,최악,8,2021-06-01
97,neg,힘겹게,8,2021-06-01
98,neg,겁쟁이,7,2021-06-01
99,neg,두통,7,2021-06-01
100,neg,무서울,7,2021-06-01
101,neg,부담스러운,7,2021-06-01
102,neg,원한,7,2021-06-01
103,neg,파울,7,2021-06-01
104,neg,떡실신,6,2021-06-01
105,neg,망할,6,2021-06-01
106,neg,방해가,6,2021-06-01
107,neg,불안,6,2021-06-01
108,neg,비추천,6,2021-06-01
109,neg,속상,6,2021-06-01
110,neg,슬퍼,6,2021-06-01
111,neg,슬픔,6,2021-06-01
112,neg,쓸데없이,6,2021-06-01
113,neg,안타깝다,6,2021-06-01
114,neg,막히다,5,2021-06-01
115,neg,못하겠다고,5,2021-06-01
116,neg,무서움을,5,2021-06-01
117,neg,쉰,5,2021-06-01
118,neg,억울한,5,2021-06-01
119,neg,취약한,5,2021-06-01
120,neg,고통,4,2021-06-01
121,neg,꺼리는,4,2021-06-01
122,neg,당황한,4,2021-06-01
123,neg,더럽게,4,2021-06-01
124,neg,멍청한,4,2021-06-01
125,neg,부정적인,4,2021-06-01
126,neg,불만이,4,2021-06-01
127,neg,성난,4,2021-06-01
128,neg,소름이,4,2021-06-01
129,neg,속상하다,4,2021-06-01
130,neg,손해,4,2021-06-01
131,neg,싫어하고,4,2021-06-01
132,neg,싫을,4,2021-06-01
133,neg,쓰며,4,2021-06-01
134,neg,아플,4,2021-06-01
135,neg,아픔을,4,2021-06-01
136,neg,욕,4,2021-06-01
137,neg,울거나,4,2021-06-01
138,neg,죽음의,4,2021-06-01
139,neg,지옥,4,2021-06-01
140,neg,짜증나는,4,2021-06-01
141,neg,거칠게,3,2021-06-01
142,neg,고통스러운,3,2021-06-01
143,neg,극혐,3,2021-06-01
144,neg,기절할,3,2021-06-01
145,neg,더러운,3,2021-06-01
146,neg,독,3,2021-06-01
147,neg,막혀,3,2021-06-01
148,neg,멘붕,3,2021-06-01
149,neg,몰아쳐서,3,2021-06-01
150,neg,못난이,3,2021-06-01
151,neg,번거로운,3,2021-06-01
152,neg,번거롭게,3,2021-06-01
153,neg,병으로,3,2021-06-01
154,neg,불쌍하게,3,2021-06-01
155,neg,불편하게,3,2021-06-01
156,neg,불평,3,2021-06-01
157,neg,비극,3,2021-06-01
158,neg,비난을,3,2021-06-01
159,neg,뻔뻔하게,3,2021-06-01
160,neg,사악하다,3,2021-06-01
161,neg,상한,3,2021-06-01
162,neg,서운한,3,2021-06-01
163,neg,손해를,3,2021-06-01
164,neg,시들시들,3,2021-06-01
165,neg,시비,3,2021-06-01
166,neg,시시한,3,2021-06-01
167,neg,실망한,3,2021-06-01
168,neg,실패로,3,2021-06-01
169,neg,쓰러질,3,2021-06-01
170,neg,쓰리고,3,2021-06-01
171,neg,쓸쓸히,3,2021-06-01
172,neg,안타깝게,3,2021-06-01
173,neg,우울,3,2021-06-01
174,neg,우울한,3,2021-06-01
175,neg,이기적인,3,2021-06-01
176,neg,좌절,3,2021-06-01
177,neg,지저분한,3,2021-06-01
178,neg,하찮은,3,2021-06-01
179,neg,거짓,2,2021-06-01
180,neg,거칠고,2,2021-06-01
181,neg,격한,2,2021-06-01
182,neg,고통을,2,2021-06-01
183,neg,괴롭다,2,2021-06-01
184,neg,더러워,2,2021-06-01
185,neg,두려움을,2,2021-06-01
186,neg,마이너스,2,2021-06-01
187,neg,멍청이,2,2021-06-01
188,neg,몹쓸,2,2021-06-01
189,neg,못마땅한,2,2021-06-01
190,neg,못생겨서,2,2021-06-01
191,neg,못생김,2,2021-06-01
192,neg,못하다,2,2021-06-01
193,neg,무너지는,2,2021-06-01
194,neg,무분별한,2,2021-06-01
195,neg,미련이,2,2021-06-01
196,neg,반란,2,2021-06-01
197,neg,방해하는,2,2021-06-01
198,neg,배탈,2,2021-06-01
199,neg,버릇없이,2,2021-06-01
200,neg,범죄,2,2021-06-01
201,neg,병이나,2,2021-06-01
202,neg,분하고,2,2021-06-01
203,neg,불길한,2,2021-06-01
204,neg,불만,2,2021-06-01
205,neg,불만을,2,2021-06-01
206,neg,불만족,2,2021-06-01
207,neg,불안감,2,2021-06-01
