,sentiment,word,n,date
1,neg,해,335,2021-04-01
2,neg,해가,323,2021-04-01
3,neg,못하고,216,2021-04-01
4,neg,분에,142,2021-04-01
5,neg,힘든,120,2021-04-01
6,neg,비싼,113,2021-04-01
7,neg,아니다,93,2021-04-01
8,neg,걱정,91,2021-04-01
9,neg,병,71,2021-04-01
10,neg,잘못,69,2021-04-01
11,neg,흐린,59,2021-04-01
12,neg,무서워서,56,2021-04-01
13,neg,어려운,56,2021-04-01
14,neg,화,56,2021-04-01
15,neg,힘들,55,2021-04-01
16,neg,힘들게,55,2021-04-01
17,neg,싫어하는,47,2021-04-01
18,neg,싫어서,43,2021-04-01
19,neg,미친,42,2021-04-01
20,neg,후회,40,2021-04-01
21,neg,스트레스,37,2021-04-01
22,neg,어렵게,37,2021-04-01
23,neg,불편한,36,2021-04-01
24,neg,아픈,36,2021-04-01
25,neg,슬픈,35,2021-04-01
26,neg,화가,35,2021-04-01
27,neg,무서운,33,2021-04-01
28,neg,심하게,33,2021-04-01
29,neg,심한,32,2021-04-01
30,neg,힘들다,31,2021-04-01
31,neg,살기,30,2021-04-01
32,neg,부족한,28,2021-04-01
33,neg,아파서,27,2021-04-01
34,neg,무서워,26,2021-04-01
35,neg,불편함,25,2021-04-01
36,neg,비싸다,25,2021-04-01
37,neg,벌,23,2021-04-01
38,neg,분이나,22,2021-04-01
39,neg,못하게,21,2021-04-01
40,neg,싫다,20,2021-04-01
41,neg,울고,20,2021-04-01
42,neg,힘겹게,20,2021-04-01
43,neg,부담,19,2021-04-01
44,neg,어려울,19,2021-04-01
45,neg,환상,19,2021-04-01
46,neg,병을,18,2021-04-01
47,neg,싫다고,18,2021-04-01
48,neg,싫은,18,2021-04-01
49,neg,무섭고,17,2021-04-01
50,neg,속상,17,2021-04-01
51,neg,거짓말,16,2021-04-01
52,neg,아프고,16,2021-04-01
53,neg,어려워서,16,2021-04-01
54,neg,어렵고,16,2021-04-01
55,neg,짜증,16,2021-04-01
56,neg,짜증이,16,2021-04-01
57,neg,실망,15,2021-04-01
58,neg,심각하게,15,2021-04-01
59,neg,최악의,14,2021-04-01
60,neg,거친,13,2021-04-01
61,neg,나쁜,13,2021-04-01
62,neg,어렵다,13,2021-04-01
63,neg,망할,12,2021-04-01
64,neg,무섭다,12,2021-04-01
65,neg,불안,12,2021-04-01
66,neg,불안한,12,2021-04-01
67,neg,불편할,12,2021-04-01
68,neg,장애인,12,2021-04-01
69,neg,무서울,11,2021-04-01
70,neg,바보,11,2021-04-01
71,neg,병이,11,2021-04-01
72,neg,격하게,10,2021-04-01
73,neg,비만,10,2021-04-01
74,neg,위험한,10,2021-04-01
75,neg,최악,10,2021-04-01
76,neg,실망한,9,2021-04-01
77,neg,싫고,9,2021-04-01
78,neg,죄송합니다,9,2021-04-01
79,neg,귀찮은,8,2021-04-01
80,neg,불편,8,2021-04-01
81,neg,비추천,8,2021-04-01
82,neg,슬프다,8,2021-04-01
83,neg,아파,8,2021-04-01
84,neg,아프다,8,2021-04-01
85,neg,무서움,7,2021-04-01
86,neg,무서워하는,7,2021-04-01
87,neg,부담스러운,7,2021-04-01
88,neg,불편하고,7,2021-04-01
89,neg,심하다,7,2021-04-01
90,neg,쓸데없는,7,2021-04-01
91,neg,어려워,7,2021-04-01
92,neg,위험이,7,2021-04-01
93,neg,극혐,6,2021-04-01
94,neg,기절할,6,2021-04-01
95,neg,두려운,6,2021-04-01
96,neg,막히는,6,2021-04-01
97,neg,번거로운,6,2021-04-01
98,neg,병으로,6,2021-04-01
99,neg,불쌍한,6,2021-04-01
100,neg,상처,6,2021-04-01
101,neg,서운한,6,2021-04-01
102,neg,슬퍼,6,2021-04-01
103,neg,슬프고,6,2021-04-01
104,neg,어려움,6,2021-04-01
105,neg,원한,6,2021-04-01
106,neg,지나친,6,2021-04-01
107,neg,짜증을,6,2021-04-01
108,neg,취약한,6,2021-04-01
109,neg,가난한,5,2021-04-01
110,neg,거부감,5,2021-04-01
111,neg,당황한,5,2021-04-01
112,neg,미련이,5,2021-04-01
113,neg,부정적인,5,2021-04-01
114,neg,쉰,5,2021-04-01
115,neg,슬픔,5,2021-04-01
116,neg,시끄럽게,5,2021-04-01
117,neg,시끄럽고,5,2021-04-01
118,neg,시무룩,5,2021-04-01
119,neg,심각한,5,2021-04-01
120,neg,쓸데없이,5,2021-04-01
121,neg,우울한,5,2021-04-01
122,neg,죄책감,5,2021-04-01
123,neg,죽음의,5,2021-04-01
124,neg,거칠게,4,2021-04-01
125,neg,격한,4,2021-04-01
126,neg,공포증,4,2021-04-01
127,neg,두려움을,4,2021-04-01
128,neg,마이너스,4,2021-04-01
129,neg,막혀,4,2021-04-01
130,neg,몰아쳐서,4,2021-04-01
131,neg,미운,4,2021-04-01
132,neg,방해가,4,2021-04-01
133,neg,불만,4,2021-04-01
134,neg,불편하게,4,2021-04-01
135,neg,사악하다,4,2021-04-01
136,neg,상한,4,2021-04-01
137,neg,아픔,4,2021-04-01
138,neg,억울하게,4,2021-04-01
139,neg,염려가,4,2021-04-01
140,neg,우울,4,2021-04-01
141,neg,잘못된,4,2021-04-01
142,neg,지옥,4,2021-04-01
143,neg,지저분한,4,2021-04-01
144,neg,화재,4,2021-04-01
145,neg,고통을,3,2021-04-01
146,neg,끔찍한,3,2021-04-01
147,neg,낭패,3,2021-04-01
148,neg,더러워진,3,2021-04-01
149,neg,독한,3,2021-04-01
150,neg,떡실신,3,2021-04-01
151,neg,멘붕,3,2021-04-01
152,neg,모진,3,2021-04-01
153,neg,못생겨서,3,2021-04-01
154,neg,못하다,3,2021-04-01
155,neg,무분별한,3,2021-04-01
156,neg,분노,3,2021-04-01
157,neg,불길한,3,2021-04-01
158,neg,불법,3,2021-04-01
159,neg,불안감,3,2021-04-01
160,neg,불편하다,3,2021-04-01
161,neg,사악한,3,2021-04-01
162,neg,서러운,3,2021-04-01
163,neg,소름,3,2021-04-01
164,neg,속상하다,3,2021-04-01
165,neg,시든,3,2021-04-01
166,neg,실패로,3,2021-04-01
167,neg,싫어하고,3,2021-04-01
168,neg,쓰러져,3,2021-04-01
169,neg,쓰러질,3,2021-04-01
170,neg,쓸쓸하고,3,2021-04-01
171,neg,아프게,3,2021-04-01
172,neg,안타까워,3,2021-04-01
173,neg,앓고,3,2021-04-01
174,neg,위험하다,3,2021-04-01
175,neg,위협을,3,2021-04-01
176,neg,정신병,3,2021-04-01
177,neg,죄송하다,3,2021-04-01
178,neg,혼란스러운,3,2021-04-01
179,neg,화를,3,2021-04-01
180,neg,거칠고,2,2021-04-01
181,neg,겁쟁이,2,2021-04-01
182,neg,고통,2,2021-04-01
183,neg,곰팡이,2,2021-04-01
184,neg,괴롭히는,2,2021-04-01
185,neg,굽신굽신,2,2021-04-01
186,neg,기절하듯이,2,2021-04-01
187,neg,나쁘게,2,2021-04-01
188,neg,더럽고,2,2021-04-01
189,neg,두려움,2,2021-04-01
190,neg,두려워서,2,2021-04-01
191,neg,두렵고,2,2021-04-01
192,neg,두통,2,2021-04-01
193,neg,또라이,2,2021-04-01
194,neg,못난,2,2021-04-01
195,neg,못된,2,2021-04-01
196,neg,못하거나,2,2021-04-01
197,neg,무서움을,2,2021-04-01
198,neg,무섭기까지,2,2021-04-01
199,neg,미치겠다,2,2021-04-01
200,neg,방해하는,2,2021-04-01
201,neg,번거롭게,2,2021-04-01
202,neg,불안정한,2,2021-04-01
203,neg,불쾌한,2,2021-04-01
204,neg,불편하거나,2,2021-04-01
205,neg,서운하고,2,2021-04-01
206,neg,서운함,2,2021-04-01
207,neg,손해,2,2021-04-01
208,neg,수면부족,2,2021-04-01
209,neg,수치스러운,2,2021-04-01
210,neg,시비가,2,2021-04-01
211,neg,싫게,2,2021-04-01
212,neg,심술을,2,2021-04-01
213,neg,심하면,2,2021-04-01
214,neg,쓸쓸히,2,2021-04-01
215,neg,아플,2,2021-04-01
216,neg,악의,2,2021-04-01
217,neg,안타까울,2,2021-04-01
218,neg,안타깝다,2,2021-04-01
219,neg,앓는,2,2021-04-01
220,neg,어리석은,2,2021-04-01
221,neg,억울하다,2,2021-04-01
222,neg,억울한,2,2021-04-01
223,neg,언짢은,2,2021-04-01
224,neg,염증,2,2021-04-01
225,neg,욕을,2,2021-04-01
226,neg,욕함,2,2021-04-01
227,neg,우울하게,2,2021-04-01
228,neg,우울하다,2,2021-04-01
229,neg,울음이,2,2021-04-01
230,neg,죄,2,2021-04-01
231,neg,지저분하게,2,2021-04-01
232,neg,터무니없는,2,2021-04-01
233,neg,편견,2,2021-04-01
234,neg,피부병,2,2021-04-01
235,neg,하찮고,2,2021-04-01
236,neg,한탄,2,2021-04-01
237,neg,해치거나,2,2021-04-01
238,neg,헛된,2,2021-04-01
239,neg,혼내는,2,2021-04-01
240,neg,화나,2,2021-04-01
241,neg,화나고,2,2021-04-01
242,neg,강제적으로,1,2021-04-01
243,neg,강탈,1,2021-04-01
244,neg,거북한,1,2021-04-01
245,neg,거북할,1,2021-04-01
246,neg,건방지게,1,2021-04-01
247,neg,고통스럽게,1,2021-04-01
248,neg,공포감,1,2021-04-01
249,neg,과장된,1,2021-04-01
250,neg,괴로워,1,2021-04-01
251,neg,괴롭고,1,2021-04-01
252,neg,괴롭다,1,2021-04-01
253,neg,끔찍하게,1,2021-04-01
254,neg,나쁘고,1,2021-04-01
255,neg,너무하다,1,2021-04-01
256,neg,노답,1,2021-04-01
257,neg,노여움을,1,2021-04-01
258,neg,느글거리는,1,2021-04-01
259,neg,느끼하다,1,2021-04-01
260,neg,더러운,1,2021-04-01
261,neg,더럽게,1,2021-04-01
262,neg,더럽다,1,2021-04-01
263,neg,두려워,1,2021-04-01
264,neg,두렵다,1,2021-04-01
265,neg,딱하고,1,2021-04-01
266,neg,막막하다,1,2021-04-01
267,neg,막히다,1,2021-04-01
268,neg,멍청한,1,2021-04-01
269,neg,못나게,1,2021-04-01
270,neg,못난이,1,2021-04-01
271,neg,못났다,1,2021-04-01
272,neg,못하겠다고,1,2021-04-01
273,neg,무기력,1,2021-04-01
274,neg,무기력한,1,2021-04-01
275,neg,무너짐,1,2021-04-01
276,neg,미련한,1,2021-04-01
277,neg,밉다,1,2021-04-01
278,neg,박할,1,2021-04-01
279,neg,발작,1,2021-04-01
280,neg,방해하던,1,2021-04-01
281,neg,방해함,1,2021-04-01
282,neg,배탈,1,2021-04-01
283,neg,벌로,1,2021-04-01
284,neg,병이나,1,2021-04-01
285,neg,부작용이,1,2021-04-01
286,neg,부정을,1,2021-04-01
287,neg,불량한,1,2021-04-01
288,neg,불만을,1,2021-04-01
289,neg,불만이,1,2021-04-01
290,neg,불만족스러운,1,2021-04-01
291,neg,불만족스럽다,1,2021-04-01
292,neg,불신의,1,2021-04-01
293,neg,불쌍하게,1,2021-04-01
294,neg,불쌍하다,1,2021-04-01
295,neg,불안증,1,2021-04-01
296,neg,불안하게,1,2021-04-01
297,neg,불안하여,1,2021-04-01
298,neg,불편하여,1,2021-04-01
299,neg,불평을,1,2021-04-01
300,neg,불협화음,1,2021-04-01
301,neg,비난을,1,2021-04-01
302,neg,비열한,1,2021-04-01
303,neg,빡세네,1,2021-04-01
304,neg,삐죽이,1,2021-04-01
305,neg,사치스러운,1,2021-04-01
306,neg,살벌하다,1,2021-04-01
307,neg,상처를,1,2021-04-01
308,neg,상하고,1,2021-04-01
309,neg,상함,1,2021-04-01
310,neg,서럽게,1,2021-04-01
311,neg,서럽다,1,2021-04-01
312,neg,서운하다,1,2021-04-01
313,neg,성난,1,2021-04-01
314,neg,소란스러운,1,2021-04-01
315,neg,소름이,1,2021-04-01
316,neg,소용없다,1,2021-04-01
317,neg,소홀,1,2021-04-01
318,neg,소홀하게,1,2021-04-01
319,neg,소홀히,1,2021-04-01
320,neg,손해가,1,2021-04-01
321,neg,쉬거나,1,2021-04-01
322,neg,슬퍼서,1,2021-04-01
323,neg,슬픔을,1,2021-04-01
324,neg,시끄럽거나,1,2021-04-01
325,neg,시끄럽다,1,2021-04-01
326,neg,시들고,1,2021-04-01
327,neg,시들어,1,2021-04-01
328,neg,시들해져서,1,2021-04-01
329,neg,시름하는,1,2021-04-01
330,neg,시비,1,2021-04-01
331,neg,시시한,1,2021-04-01
332,neg,실망스럽고,1,2021-04-01
333,neg,실없는,1,2021-04-01
334,neg,싫을,1,2021-04-01
335,neg,싫증,1,2021-04-01
336,neg,심술궂은,1,2021-04-01
337,neg,심술이,1,2021-04-01
338,neg,심장병,1,2021-04-01
339,neg,썩거나,1,2021-04-01
340,neg,썩어서,1,2021-04-01
341,neg,쓰리고,1,2021-04-01
342,neg,쓰며,1,2021-04-01
343,neg,쓸쓸하게,1,2021-04-01
344,neg,쓸쓸한,1,2021-04-01
345,neg,아픔을,1,2021-04-01
346,neg,안타까워서,1,2021-04-01
347,neg,애처롭게,1,2021-04-01
348,neg,애처롭다,1,2021-04-01
349,neg,야속,1,2021-04-01
350,neg,야속하게,1,2021-04-01
351,neg,얄미울,1,2021-04-01
352,neg,억누르고,1,2021-04-01
353,neg,오류,1,2021-04-01
354,neg,오염된,1,2021-04-01
355,neg,욕,1,2021-04-01
356,neg,욕설을,1,2021-04-01
357,neg,우울증,1,2021-04-01
358,neg,울다,1,2021-04-01
359,neg,울음소리,1,2021-04-01
360,neg,원통한,1,2021-04-01
361,neg,유죄,1,2021-04-01
362,neg,이기적,1,2021-04-01
363,neg,이기적인,1,2021-04-01
364,neg,잔인한,1,2021-04-01
365,neg,잘못되어,1,2021-04-01
366,neg,잘못에,1,2021-04-01
367,neg,잘못을,1,2021-04-01
368,neg,잘못이,1,2021-04-01
369,neg,장애,1,2021-04-01
370,neg,장애가,1,2021-04-01
371,neg,장애로,1,2021-04-01
372,neg,재난,1,2021-04-01
373,neg,저주,1,2021-04-01
374,neg,전전긍긍,1,2021-04-01
375,neg,졸도,1,2021-04-01
376,neg,좌절,1,2021-04-01
377,neg,죄가,1,2021-04-01
378,neg,죄를,1,2021-04-01
379,neg,죄지은,1,2021-04-01
380,neg,중상,1,2021-04-01
381,neg,지겹게,1,2021-04-01
382,neg,지겹다,1,2021-04-01
383,neg,지겹도록,1,2021-04-01
384,neg,질병,1,2021-04-01
385,neg,질색,1,2021-04-01
386,neg,질환,1,2021-04-01
387,neg,짓궂은,1,2021-04-01
388,neg,짜증나는,1,2021-04-01
389,neg,짜증난,1,2021-04-01
390,neg,쩔쩔매는,1,2021-04-01
391,neg,찝찝하다,1,2021-04-01
392,neg,참혹하게,1,2021-04-01
393,neg,창피하게,1,2021-04-01
394,neg,처참하게,1,2021-04-01
395,neg,초라한,1,2021-04-01
396,neg,탐욕스러운,1,2021-04-01
397,neg,피눈물,1,2021-04-01
398,neg,핀잔을,1,2021-04-01
399,neg,하찮게,1,2021-04-01
400,neg,하찮은,1,2021-04-01
401,neg,혐오,1,2021-04-01
402,neg,혼란하게,1,2021-04-01
403,neg,화기,1,2021-04-01
404,neg,환상이다,1,2021-04-01
405,neg,후회스럽다,1,2021-04-01
406,neg,흉년이,1,2021-04-01
407,neg,흉물,1,2021-04-01
408,neg,힘들거나,1,2021-04-01
409,neg,힘들여,1,2021-04-01
410,neu,,39497,2021-04-01
411,neu,너무,7999,2021-04-01
412,neu,수,7178,2021-04-01
413,neu,제주,6709,2021-04-01
414,neu,있는,5153,2021-04-01
415,neu,더,4191,2021-04-01
416,neu,ㅎㅎ,4053,2021-04-01
417,neu,다,4011,2021-04-01
418,neu,진짜,3837,2021-04-01
419,neu,정말,3831,2021-04-01
420,neu,제주도,3772,2021-04-01
421,neu,것,3647,2021-04-01
422,neu,많이,3642,2021-04-01
423,neu,잘,3460,2021-04-01
424,neu,바로,3322,2021-04-01
425,neu,이,3202,2021-04-01
426,neu,한,3069,2021-04-01
427,neu,또,3055,2021-04-01
428,neu,그리고,2847,2021-04-01
429,neu,이렇게,2754,2021-04-01
430,neu,사진,2649,2021-04-01
431,neu,제주여행,2595,2021-04-01
432,neu,하고,2571,2021-04-01
433,neu,여행,2499,2021-04-01
434,neu,그냥,2481,2021-04-01
435,neu,있어서,2405,2021-04-01
436,neu,ㅋㅋㅋ,2364,2021-04-01
437,neu,그,2320,2021-04-01
438,neu,좀,2296,2021-04-01
439,neu,ㅠㅠ,2259,2021-04-01
440,neu,꼭,2109,2021-04-01
441,neu,먹고,2088,2021-04-01
442,neu,ㅋㅋ,2045,2021-04-01
443,neu,다시,2028,2021-04-01
444,neu,일,1851,2021-04-01
445,neu,엄청,1779,2021-04-01
446,neu,시,1716,2021-04-01
447,neu,그래도,1690,2021-04-01
448,neu,카페,1688,2021-04-01
449,neu,그래서,1676,2021-04-01
450,neu,분,1654,2021-04-01
451,neu,원,1628,2021-04-01
452,neu,때,1559,2021-04-01
453,neu,내가,1538,2021-04-01
454,neu,함께,1531,2021-04-01
455,neu,곳,1529,2021-04-01
456,neu,아주,1504,2021-04-01
457,neu,ㅋㅋㅋㅋ,1498,2021-04-01
458,neu,조금,1473,2021-04-01
459,neu,있어요,1446,2021-04-01
460,neu,근데,1443,2021-04-01
461,neu,ㅎ,1437,2021-04-01
462,neu,숙소,1430,2021-04-01
463,neu,안,1429,2021-04-01
464,neu,ㅠ,1429,2021-04-01
465,neu,있다,1418,2021-04-01
466,neu,시간,1417,2021-04-01
467,neu,다른,1393,2021-04-01
468,neu,박,1392,2021-04-01
469,neu,우리,1370,2021-04-01
470,neu,월,1327,2021-04-01
471,neu,나는,1326,2021-04-01
472,neu,가는,1325,2021-04-01
473,neu,사진을,1320,2021-04-01
474,neu,넘,1316,2021-04-01
475,neu,저는,1310,2021-04-01
476,neu,저,1281,2021-04-01
477,neu,했는데,1269,2021-04-01
478,neu,보고,1267,2021-04-01
479,neu,날,1252,2021-04-01
480,neu,해서,1251,2021-04-01
481,neu,같이,1248,2021-04-01
482,neu,같아요,1239,2021-04-01
483,neu,사실,1233,2021-04-01
484,neu,있고,1222,2021-04-01
485,neu,때문에,1218,2021-04-01
486,neu,내,1204,2021-04-01
487,neu,참,1162,2021-04-01
488,neu,여기,1155,2021-04-01
489,neu,할,1155,2021-04-01
490,neu,같은,1151,2021-04-01
491,neu,제가,1151,2021-04-01
492,neu,타고,1114,2021-04-01
493,neu,이런,1111,2021-04-01
494,neu,있었다,1107,2021-04-01
495,neu,딱,1102,2021-04-01
496,neu,보이는,1097,2021-04-01
497,neu,했다,1087,2021-04-01
498,neu,거,1082,2021-04-01
499,neu,볼,1066,2021-04-01
500,neu,하는,1058,2021-04-01
501,neu,사람이,1050,2021-04-01
502,neu,있는데,1046,2021-04-01
503,neu,가서,1037,2021-04-01
504,neu,이제,1035,2021-04-01
505,neu,우리는,1025,2021-04-01
506,neu,ㅎㅎㅎ,1023,2021-04-01
507,neu,바다,1022,2021-04-01
508,neu,찍고,1018,2021-04-01
509,neu,가장,1011,2021-04-01
510,neu,전,1006,2021-04-01
511,neu,시간이,998,2021-04-01
512,neu,ㅋㅋㅋㅋㅋ,992,2021-04-01
513,neu,많은,985,2021-04-01
514,neu,중,985,2021-04-01
515,neu,날씨가,975,2021-04-01
516,neu,같다,969,2021-04-01
517,neu,보니,958,2021-04-01
518,neu,ㅋ,957,2021-04-01
519,neu,후,939,2021-04-01
520,neu,역시,935,2021-04-01
521,neu,없는,927,2021-04-01
522,neu,정도,922,2021-04-01
523,neu,하지만,921,2021-04-01
524,neu,하나,919,2021-04-01
525,neu,그렇게,913,2021-04-01
526,neu,여행을,910,2021-04-01
527,neu,이번,910,2021-04-01
528,neu,마지막,909,2021-04-01
529,neu,저희는,900,2021-04-01
530,neu,생각보다,896,2021-04-01
531,neu,거의,894,2021-04-01
532,neu,제일,890,2021-04-01
533,neu,일차,882,2021-04-01
534,neu,계속,874,2021-04-01
535,neu,먹을,866,2021-04-01
536,neu,비가,864,2021-04-01
537,neu,없어서,863,2021-04-01
538,neu,못,861,2021-04-01
539,neu,한번,849,2021-04-01
540,neu,바람이,835,2021-04-01
541,neu,큰,835,2021-04-01
542,neu,온,831,2021-04-01
543,neu,왜,826,2021-04-01
544,neu,나,825,2021-04-01
545,neu,완전,823,2021-04-01
546,neu,좋았다,807,2021-04-01
547,neu,혼자,807,2021-04-01
548,neu,사람들이,806,2021-04-01
549,neu,게,800,2021-04-01
550,neu,많아서,785,2021-04-01
551,neu,다음,777,2021-04-01
552,neu,유명한,777,2021-04-01
553,neu,난,773,2021-04-01
554,neu,열심히,770,2021-04-01
555,neu,여기서,769,2021-04-01
556,neu,와서,768,2021-04-01
557,neu,아침,767,2021-04-01
558,neu,근처,763,2021-04-01
559,neu,년,763,2021-04-01
560,neu,아,762,2021-04-01
561,neu,있어,762,2021-04-01
562,neu,전에,762,2021-04-01
563,neu,미리,759,2021-04-01
564,neu,앞에,759,2021-04-01
565,neu,위해,754,2021-04-01
566,neu,번,743,2021-04-01
567,neu,비행기,736,2021-04-01
568,neu,따로,731,2021-04-01
569,neu,가면,730,2021-04-01
570,neu,있습니다,722,2021-04-01
571,neu,먼저,719,2021-04-01
572,neu,줄,719,2021-04-01
573,neu,처음,712,2021-04-01
574,neu,듯,709,2021-04-01
575,neu,합니다,705,2021-04-01
576,neu,원래,704,2021-04-01
577,neu,차,702,2021-04-01
578,neu,호텔,698,2021-04-01
579,neu,갈,697,2021-04-01
580,neu,없이,697,2021-04-01
581,neu,모두,691,2021-04-01
582,neu,곳이,686,2021-04-01
583,neu,그런지,685,2021-04-01
584,neu,따라,682,2021-04-01
585,neu,않고,682,2021-04-01
586,neu,한다,678,2021-04-01
587,neu,갔다,669,2021-04-01
588,neu,우리가,668,2021-04-01
589,neu,제,668,2021-04-01
590,neu,일단,667,2021-04-01
591,neu,첫,660,2021-04-01
592,neu,ㅋㅋㅋㅋㅋㅋ,658,2021-04-01
593,neu,보면,657,2021-04-01
594,neu,인,649,2021-04-01
595,neu,뭔가,645,2021-04-01
596,neu,먹으러,642,2021-04-01
597,neu,길에,639,2021-04-01
