,sentiment,word,n,date
1,neg,해가,276,2021-09-01
2,neg,해,224,2021-09-01
3,neg,못하고,127,2021-09-01
4,neg,분에,99,2021-09-01
5,neg,비싼,93,2021-09-01
6,neg,힘든,89,2021-09-01
7,neg,아니다,72,2021-09-01
8,neg,걱정,56,2021-09-01
9,neg,잘못,45,2021-09-01
10,neg,힘들게,45,2021-09-01
11,neg,흐린,43,2021-09-01
12,neg,병,42,2021-09-01
13,neg,힘들다,40,2021-09-01
14,neg,미친,39,2021-09-01
15,neg,무서워서,37,2021-09-01
16,neg,힘들,37,2021-09-01
17,neg,어려운,34,2021-09-01
18,neg,화,31,2021-09-01
19,neg,싫어서,30,2021-09-01
20,neg,스트레스,29,2021-09-01
21,neg,슬픈,29,2021-09-01
22,neg,싫어하는,28,2021-09-01
23,neg,부족한,27,2021-09-01
24,neg,아파서,26,2021-09-01
25,neg,무서운,25,2021-09-01
26,neg,비싸다,25,2021-09-01
27,neg,심하게,24,2021-09-01
28,neg,어렵게,23,2021-09-01
29,neg,후회,23,2021-09-01
30,neg,불편한,22,2021-09-01
31,neg,못하게,20,2021-09-01
32,neg,무서워,19,2021-09-01
33,neg,아픈,18,2021-09-01
34,neg,살기,17,2021-09-01
35,neg,비만,16,2021-09-01
36,neg,장애인,16,2021-09-01
37,neg,불편함,15,2021-09-01
38,neg,실망,15,2021-09-01
39,neg,짜증,15,2021-09-01
40,neg,화가,15,2021-09-01
41,neg,거친,14,2021-09-01
42,neg,싫고,14,2021-09-01
43,neg,싫은,14,2021-09-01
44,neg,나쁜,13,2021-09-01
45,neg,분이나,13,2021-09-01
46,neg,속상,13,2021-09-01
47,neg,싫다,13,2021-09-01
48,neg,심한,13,2021-09-01
49,neg,부담,12,2021-09-01
50,neg,어려울,12,2021-09-01
51,neg,어렵고,12,2021-09-01
52,neg,무섭고,11,2021-09-01
53,neg,불편할,11,2021-09-01
54,neg,거짓말,10,2021-09-01
55,neg,격하게,10,2021-09-01
56,neg,무서워하는,10,2021-09-01
57,neg,병이,10,2021-09-01
58,neg,불편,10,2021-09-01
59,neg,아프고,10,2021-09-01
60,neg,울고,10,2021-09-01
61,neg,망할,9,2021-09-01
62,neg,무섭다,9,2021-09-01
63,neg,번거로운,9,2021-09-01
64,neg,싫다고,9,2021-09-01
65,neg,심각하게,9,2021-09-01
66,neg,어렵다,9,2021-09-01
67,neg,멘붕,8,2021-09-01
68,neg,몰아쳐서,8,2021-09-01
69,neg,슬프다,8,2021-09-01
70,neg,아파,8,2021-09-01
71,neg,더럽게,7,2021-09-01
72,neg,벌,7,2021-09-01
73,neg,병을,7,2021-09-01
74,neg,불안한,7,2021-09-01
75,neg,쓸데없이,7,2021-09-01
76,neg,어려워,7,2021-09-01
77,neg,어려워서,7,2021-09-01
78,neg,위험한,7,2021-09-01
79,neg,잘못된,7,2021-09-01
80,neg,막혀,6,2021-09-01
81,neg,무서움,6,2021-09-01
82,neg,부담스러운,6,2021-09-01
83,neg,비추천,6,2021-09-01
84,neg,실패로,6,2021-09-01
85,neg,짜증을,6,2021-09-01
86,neg,화를,6,2021-09-01
87,neg,환상,6,2021-09-01
88,neg,힘겹게,6,2021-09-01
89,neg,귀찮은,5,2021-09-01
90,neg,무서울,5,2021-09-01
91,neg,바보,5,2021-09-01
92,neg,불편하고,5,2021-09-01
93,neg,불편하다,5,2021-09-01
94,neg,사악한,5,2021-09-01
95,neg,손해,5,2021-09-01
96,neg,시끄럽게,5,2021-09-01
97,neg,실망한,5,2021-09-01
98,neg,쓰러질,5,2021-09-01
99,neg,쓰며,5,2021-09-01
100,neg,쓸데없는,5,2021-09-01
101,neg,아플,5,2021-09-01
102,neg,아픔을,5,2021-09-01
103,neg,우울한,5,2021-09-01
104,neg,위험이,5,2021-09-01
105,neg,죄송합니다,5,2021-09-01
106,neg,멍청이,4,2021-09-01
107,neg,불쌍한,4,2021-09-01
108,neg,불안감,4,2021-09-01
109,neg,사악하다,4,2021-09-01
110,neg,성난,4,2021-09-01
111,neg,시끄럽고,4,2021-09-01
112,neg,시들시들,4,2021-09-01
113,neg,심각한,4,2021-09-01
114,neg,쓰러져,4,2021-09-01
115,neg,죽음의,4,2021-09-01
116,neg,짜증이,4,2021-09-01
117,neg,터무니없이,4,2021-09-01
118,neg,파울,4,2021-09-01
119,neg,가짜,3,2021-09-01
120,neg,거부감,3,2021-09-01
121,neg,고통,3,2021-09-01
122,neg,곰팡이,3,2021-09-01
123,neg,기절할,3,2021-09-01
124,neg,당황한,3,2021-09-01
125,neg,두려운,3,2021-09-01
126,neg,미치겠다,3,2021-09-01
127,neg,병으로,3,2021-09-01
128,neg,불안,3,2021-09-01
129,neg,상해서,3,2021-09-01
130,neg,쉰,3,2021-09-01
131,neg,슬퍼서,3,2021-09-01
132,neg,슬프고,3,2021-09-01
133,neg,시무룩,3,2021-09-01
134,neg,실망함,3,2021-09-01
135,neg,싫어하고,3,2021-09-01
136,neg,심하다,3,2021-09-01
137,neg,심하면,3,2021-09-01
138,neg,염려가,3,2021-09-01
139,neg,욕,3,2021-09-01
140,neg,지나친,3,2021-09-01
141,neg,짜증나는,3,2021-09-01
