,sentiment,word,n,date
1,neg,해가,248,2021-08-01
2,neg,해,232,2021-08-01
3,neg,못하고,152,2021-08-01
4,neg,분에,99,2021-08-01
5,neg,비싼,96,2021-08-01
6,neg,힘든,80,2021-08-01
7,neg,걱정,78,2021-08-01
8,neg,아니다,78,2021-08-01
9,neg,흐린,60,2021-08-01
10,neg,무서워서,56,2021-08-01
11,neg,어려운,51,2021-08-01
12,neg,힘들,50,2021-08-01
13,neg,잘못,48,2021-08-01
14,neg,병,44,2021-08-01
15,neg,싫어하는,39,2021-08-01
16,neg,힘들다,37,2021-08-01
17,neg,힘들게,36,2021-08-01
18,neg,미친,34,2021-08-01
19,neg,싫어서,34,2021-08-01
20,neg,부족한,31,2021-08-01
21,neg,후회,31,2021-08-01
22,neg,불편한,29,2021-08-01
23,neg,무서워,26,2021-08-01
24,neg,비싸다,26,2021-08-01
25,neg,싫다고,24,2021-08-01
26,neg,화,24,2021-08-01
27,neg,심하게,22,2021-08-01
28,neg,짜증,21,2021-08-01
29,neg,스트레스,20,2021-08-01
30,neg,슬픈,20,2021-08-01
31,neg,무서운,19,2021-08-01
32,neg,비만,19,2021-08-01
33,neg,불편함,18,2021-08-01
34,neg,아파서,18,2021-08-01
35,neg,어려울,18,2021-08-01
36,neg,화가,18,2021-08-01
37,neg,살기,17,2021-08-01
38,neg,아프고,17,2021-08-01
39,neg,부담,16,2021-08-01
40,neg,속상,16,2021-08-01
41,neg,싫다,16,2021-08-01
42,neg,심한,16,2021-08-01
43,neg,거친,15,2021-08-01
44,neg,어렵다,15,2021-08-01
45,neg,짜증이,15,2021-08-01
46,neg,병이,14,2021-08-01
47,neg,싫고,14,2021-08-01
48,neg,불편할,13,2021-08-01
49,neg,아픈,13,2021-08-01
50,neg,거짓말,12,2021-08-01
51,neg,병을,12,2021-08-01
52,neg,어려움,12,2021-08-01
53,neg,막혀,11,2021-08-01
54,neg,무섭고,11,2021-08-01
55,neg,환상,11,2021-08-01
56,neg,무서워하는,10,2021-08-01
57,neg,바보,10,2021-08-01
58,neg,벌,10,2021-08-01
59,neg,분이나,10,2021-08-01
60,neg,불안한,10,2021-08-01
61,neg,사악한,10,2021-08-01
62,neg,실망,10,2021-08-01
63,neg,싫은,10,2021-08-01
64,neg,심각한,10,2021-08-01
65,neg,어렵게,10,2021-08-01
66,neg,장애인,10,2021-08-01
67,neg,힘겹게,10,2021-08-01
68,neg,망할,9,2021-08-01
69,neg,부담스러운,9,2021-08-01
70,neg,불편,9,2021-08-01
71,neg,불편하게,9,2021-08-01
72,neg,어렵고,9,2021-08-01
73,neg,거칠게,8,2021-08-01
74,neg,나쁜,8,2021-08-01
75,neg,멘붕,8,2021-08-01
76,neg,못하게,8,2021-08-01
77,neg,불편하고,8,2021-08-01
78,neg,성난,8,2021-08-01
79,neg,심각하게,8,2021-08-01
80,neg,어려워,8,2021-08-01
81,neg,어려워서,8,2021-08-01
82,neg,욕,8,2021-08-01
83,neg,가짜,7,2021-08-01
84,neg,무서움,7,2021-08-01
85,neg,미련이,7,2021-08-01
86,neg,겁쟁이,6,2021-08-01
87,neg,귀찮은,6,2021-08-01
88,neg,상처,6,2021-08-01
89,neg,소름이,6,2021-08-01
90,neg,속상하다,6,2021-08-01
91,neg,아파,6,2021-08-01
92,neg,아프다,6,2021-08-01
93,neg,위험한,6,2021-08-01
94,neg,최악,6,2021-08-01
95,neg,최악의,6,2021-08-01
96,neg,고통을,5,2021-08-01
97,neg,당황한,5,2021-08-01
98,neg,더럽게,5,2021-08-01
99,neg,두렵고,5,2021-08-01
100,neg,막히는,5,2021-08-01
101,neg,무서울,5,2021-08-01
102,neg,무섭다,5,2021-08-01
103,neg,사악하다,5,2021-08-01
104,neg,소름,5,2021-08-01
105,neg,위험하다,5,2021-08-01
106,neg,잘못된,5,2021-08-01
107,neg,격하게,4,2021-08-01
108,neg,낭패,4,2021-08-01
109,neg,더러운,4,2021-08-01
110,neg,떡실신,4,2021-08-01
111,neg,불안,4,2021-08-01
112,neg,비추천,4,2021-08-01
113,neg,실망한,4,2021-08-01
114,neg,실패로,4,2021-08-01
115,neg,싫어하고,4,2021-08-01
116,neg,쓰러질,4,2021-08-01
117,neg,쓸데없이,4,2021-08-01
118,neg,아픔을,4,2021-08-01
119,neg,염려가,4,2021-08-01
120,neg,욕을,4,2021-08-01
121,neg,우울,4,2021-08-01
122,neg,울고,4,2021-08-01
123,neg,원한,4,2021-08-01
124,neg,위험이,4,2021-08-01
125,neg,짜증을,4,2021-08-01
126,neg,파울,4,2021-08-01
127,neg,화를,4,2021-08-01
128,neg,곰팡이,3,2021-08-01
129,neg,기절하듯이,3,2021-08-01
130,neg,나쁘거나,3,2021-08-01
131,neg,더러워,3,2021-08-01
132,neg,독이,3,2021-08-01
133,neg,두려운,3,2021-08-01
134,neg,두렵다,3,2021-08-01
135,neg,못하다,3,2021-08-01
136,neg,병으로,3,2021-08-01
137,neg,병이나,3,2021-08-01
138,neg,불쌍한,3,2021-08-01
139,neg,빼앗아,3,2021-08-01
140,neg,슬픔,3,2021-08-01
141,neg,시끄럽고,3,2021-08-01
142,neg,시든,3,2021-08-01
143,neg,심하다,3,2021-08-01
144,neg,쓸데없는,3,2021-08-01
145,neg,쓸쓸하게,3,2021-08-01
146,neg,쓸쓸한,3,2021-08-01
147,neg,억울한,3,2021-08-01
148,neg,죄송합니다,3,2021-08-01
149,neg,처벌을,3,2021-08-01
150,neg,환상이다,3,2021-08-01
151,neg,힘들거나,3,2021-08-01
152,neg,거부감,2,2021-08-01
153,neg,고통이,2,2021-08-01
154,neg,공포증,2,2021-08-01
155,neg,과음,2,2021-08-01
156,neg,기절할,2,2021-08-01
157,neg,너무하다,2,2021-08-01
158,neg,느끼하다,2,2021-08-01
159,neg,더럽고,2,2021-08-01
160,neg,두려움,2,2021-08-01
161,neg,두려워서,2,2021-08-01
162,neg,두통,2,2021-08-01
163,neg,멍청이,2,2021-08-01
164,neg,몰아쳐서,2,2021-08-01
165,neg,박할,2,2021-08-01
166,neg,부작용,2,2021-08-01
167,neg,불안정한,2,2021-08-01
168,neg,불편하거나,2,2021-08-01
169,neg,불편하다,2,2021-08-01
170,neg,불평,2,2021-08-01
171,neg,비난을,2,2021-08-01
172,neg,빌어먹을,2,2021-08-01
173,neg,상한,2,2021-08-01
174,neg,상해서,2,2021-08-01
175,neg,서운하게,2,2021-08-01
176,neg,슬퍼,2,2021-08-01
177,neg,슬퍼서,2,2021-08-01
178,neg,시끄럽게,2,2021-08-01
179,neg,시끄럽다,2,2021-08-01
180,neg,시들어,2,2021-08-01
181,neg,시들어서,2,2021-08-01
182,neg,싫을,2,2021-08-01
183,neg,쓰러져,2,2021-08-01
184,neg,쓰며,2,2021-08-01
185,neg,아플,2,2021-08-01
186,neg,아픔,2,2021-08-01
187,neg,안타깝다,2,2021-08-01
188,neg,앓고,2,2021-08-01
189,neg,어려워하는,2,2021-08-01
190,neg,어렵거나,2,2021-08-01
191,neg,우울한,2,2021-08-01
192,neg,죄가,2,2021-08-01
193,neg,중상,2,2021-08-01
194,neg,지나친,2,2021-08-01
195,neg,지옥,2,2021-08-01
196,neg,지저분하고,2,2021-08-01
197,neg,지저분한,2,2021-08-01
198,neg,진절머리,2,2021-08-01
199,neg,창피,2,2021-08-01
200,neg,하찮게,2,2021-08-01
201,neg,협박,2,2021-08-01
202,neg,강제적으로,1,2021-08-01
203,neg,거칠고,1,2021-08-01
204,neg,거칠다,1,2021-08-01
205,neg,격한,1,2021-08-01
206,neg,고난,1,2021-08-01
207,neg,고통스러운,1,2021-08-01
208,neg,고한,1,2021-08-01
209,neg,공포,1,2021-08-01
210,neg,관절염,1,2021-08-01
211,neg,괴로운,1,2021-08-01
212,neg,괴롭고,1,2021-08-01
213,neg,괴롭히는,1,2021-08-01
214,neg,굴욕,1,2021-08-01
215,neg,굽신,1,2021-08-01
216,neg,납치,1,2021-08-01
217,neg,노하여,1,2021-08-01
218,neg,다투는,1,2021-08-01
219,neg,더러워져서,1,2021-08-01
220,neg,독한,1,2021-08-01
221,neg,두려움을,1,2021-08-01
222,neg,막히다,1,2021-08-01
223,neg,망연자실,1,2021-08-01
224,neg,멍청한,1,2021-08-01
225,neg,못난,1,2021-08-01
226,neg,못되게,1,2021-08-01
227,neg,못생겨서,1,2021-08-01
228,neg,못하거나,1,2021-08-01
229,neg,무너지는,1,2021-08-01
230,neg,무분별한,1,2021-08-01
231,neg,무서움을,1,2021-08-01
232,neg,무섭기까지,1,2021-08-01
233,neg,방해가,1,2021-08-01
234,neg,방해하는,1,2021-08-01
235,neg,배탈,1,2021-08-01
236,neg,번거로운,1,2021-08-01
237,neg,번거롭게,1,2021-08-01
238,neg,번거롭다,1,2021-08-01
239,neg,벌로,1,2021-08-01
240,neg,범죄,1,2021-08-01
241,neg,변변찮은,1,2021-08-01
242,neg,복통을,1,2021-08-01
